03-05-2006
PERIODO ,      .75 
AMORTIGUAMIENTO ,            .05 
CONDICIONES INICIALES,      Xo = ,         0            , Vo = ,       0 
ELASTICO
SISMO --> ,   11  Chile                  Mar  3/85   Vi¤a del Mar                  N-S
TIEMPO seg,   AT (g) ,      ACE (g) ,     VEL (m/s),    DES (m),      FZA (1/W)
40.035,-.0090755,.0932757,4.213582E-02,-1.353662E-02,-9.687839E-02
40.04,-.008688,9.125207E-02,4.709638E-02,-1.331345E-02,-9.528116E-02
40.045,-.0070258,8.906749E-02,5.189981E-02,-1.306601E-02,-9.351034E-02
40.05,-.0069035,8.673216E-02,5.655232E-02,-1.279477E-02,-9.156915E-02
40.055,-.0065058,8.423945E-02,6.107368E-02,-1.250059E-02,-8.946372E-02
40.06,-.0046907,8.160059E-02,6.541495E-02,-1.218421E-02,-8.719946E-02
40.065,-.0075255,7.876579E-02,6.964377E-02,-1.184675E-02,-8.478434E-02
40.07,-.0118899,7.590492E-02,7.391268E-02,-1.148781E-02,-8.221551E-02
40.075,-.0125425,.072811,.0781586,-.0111075,-7.949373E-02
40.08,-.014531,.0695869,8.231436E-02,-1.070621E-02,-7.662176E-02
40.085,-.0176309,6.648701E-02,8.643667E-02,-1.028456E-02,-7.360414E-02
40.09,-.0194052,6.270013E-02,9.051277E-02,-9.842052E-03,-7.043722E-02
40.095,-.0228009,5.930443E-02,9.453952E-02,-9.379323E-03,-6.712557E-02
40.1,-.0248403,5.525248E-02,9.851389E-02,-8.896913E-03,-6.367308E-02
40.105,-.0200476,5.132547E-02,.1022281,-8.394773E-03,-6.007938E-02
40.11,-.0175901,4.732572E-02,.1055702,-7.875035E-03,-5.635974E-02
40.115,-.0182121,4.323368E-02,.1086688,-7.339252E-03,-5.252527E-02
40.12,-.0156119,3.904442E-02,.1115137,-6.788959E-03,-4.858696E-02
40.125,-.0134705,3.479242E-02,.1140374,-6.22483E-03,-4.454962E-02
40.13,-.0117369,3.048155E-02,.1162562,-5.64885E-03,-4.042747E-02
40.135,-.0085962,2.612444E-02,.1181414,-5.063024E-03,-3.623486E-02
40.14,-.0055269,2.173793E-02,.1196615,-4.468238E-03,-3.197811E-02
40.145,-.0031305,1.733471E-02,.1208319,-3.866737E-03,-2.767331E-02
40.15,-.0008464,1.292249E-02,.1216714,-3.260213E-03,-2.333256E-02
40.155,.0031917,8.517294E-03,.1221392,-2.650849E-03,-1.897149E-02
40.16,.0043848,4.152209E-03,.1222641,-2.039596E-03,-.0145969
40.165,-.0000816,-2.226541E-04,.122255,-1.42817E-03,-1.022107E-02
40.17,-.0006118,-4.594503E-03,.1221539,-8.174047E-04,-5.84997E-03
40.175,.0000714,-8.937224E-03,.1218354,-2.071985E-04,-1.48287E-03
40.18,-.0020394,-1.324024E-02,.1213398,4.00914E-04,2.869246E-03
40.185,-.0031713,-1.752117E-02,.1207132,1.00624E-03,7.201421E-03
40.19,-.0045887,-2.175821E-02,.1199409,1.607603E-03,1.150523E-02
40.195,-.0058634,-2.595734E-02,.1190271,2.20521E-03,1.578216E-02
40.2,-.0058226,-3.010869E-02,.1179388,2.797837E-03,2.002345E-02
40.205,-.0062305,-3.419682E-02,.1166575,3.384529E-03,2.422226E-02
40.21,-.0071788,-.0382186,.1152117,3.963946E-03,2.836902E-02
40.215,-.0075663,-4.217757E-02,.1136018,4.536175E-03,3.246432E-02
40.22,-7.994601E-03,-4.605963E-02,.1118196,5.09992E-03,.0364989
40.225,-.008586,-.0498578,.1098756,5.653919E-03,4.046375E-02
40.23,-.0088715,-5.357362E-02,.1077674,6.198213E-03,4.435913E-02
40.235,-.0093406,-5.719606E-02,.1054977,6.731554E-03,4.817612E-02
40.24,-.0106254,-6.072195E-02,.1030957,7.253195E-03,5.190938E-02
40.245,-.00776,-.0641501,.1004865,7.761999E-03,5.555077E-02
40.25,-.0033243,-.0674459,9.753132E-02,8.257307E-03,5.909558E-02
40.255,-.0024575,-.0705933,9.428812E-02,8.737041E-03,6.252892E-02
40.26,-.0003365,-7.361089E-02,9.082313E-02,9.19967E-03,6.583983E-02
40.265,.0026615,-7.647802E-02,8.708565E-02,9.644656E-03,.0690245
40.27,.0052923,-7.917991E-02,8.307359E-02,1.007025E-02,.0720704
40.275,.0077498,-8.171245E-02,7.880839E-02,1.047515E-02,7.496813E-02
40.28,.0086778,-8.406612E-02,7.434376E-02,1.085788E-02,7.770728E-02
40.285,.0119817,-.0862492,6.966071E-02,1.121808E-02,8.028515E-02
40.29,.0126445,-8.823158E-02,6.477823E-02,1.155431E-02,8.269142E-02
40.295,.0070055,-9.003128E-02,5.992875E-02,1.186583E-02,8.492088E-02
40.3,.0055677,-9.146909E-02,.0551697,1.215363E-02,8.698065E-02
40.305,.0053739,-9.317654E-02,5.037354E-02,1.241758E-02,8.886964E-02
40.31,.0023046,-9.447648E-02,4.558364E-02,1.265749E-02,.0905866
40.315,.0001224,-9.562098E-02,4.086618E-02,1.287347E-02,9.213236E-02
40.32,-.0021414,-9.660095E-02,3.620205E-02,1.306616E-02,9.351136E-02
40.325,-.0043338,-9.742108E-02,3.160306E-02,1.323568E-02,9.472458E-02
40.33,-.006618,-9.808376E-02,2.707747E-02,1.338238E-02,9.577448E-02
40.335,-.0094324,-9.859297E-02,2.265156E-02,1.350658E-02,9.666339E-02
40.34,-.0095445,-9.870507E-02,1.827879E-02,1.360893E-02,9.739587E-02
40.345,-.008688,-9.915981E-02,1.387387E-02,1.368936E-02,9.797146E-02
40.35,-.0101054,-9.919482E-02,9.474053E-03,1.374767E-02,9.838877E-02
40.355,-.010707,-9.908576E-02,5.122203E-03,1.378415E-02,9.864987E-02
40.36,-.010707,-9.908576E-02,7.877793E-04,1.379893E-02,9.875564E-02
40.365,-.0111353,-9.840328E-02,-3.519406E-03,1.379208E-02,.0987066
40.37,-.0114004,-9.783825E-02,-7.775748E-03,1.376384E-02,9.850449E-02
40.375,-.0117165,-9.712391E-02,-1.198971E-02,1.371439E-02,9.815063E-02
40.38,-.0120021,-9.626445E-02,-1.615033E-02,.013644,9.764687E-02
40.385,-.0123692,-9.526298E-02,-2.024619E-02,1.355303E-02,9.699582E-02
40.39,-.0124201,-9.412155E-02,-2.428237E-02,1.344166E-02,9.619877E-02
40.395,-.0131543,-9.284129E-02,-2.823991E-02,1.331029E-02,9.525856E-02
40.4,-.0132359,-9.143154E-02,-3.211149E-02,1.315935E-02,9.417831E-02
40.405,-.0099422,-8.989077E-02,-3.598652E-02,1.298923E-02,9.296083E-02
40.41,-.0078008,-8.819345E-02,-3.991839E-02,1.279944E-02,9.160252E-02
40.415,-.0071482,-8.635628E-02,-4.383209E-02,1.258999E-02,9.010357E-02
40.42,-.0049456,-8.415368E-02,-4.771379E-02,1.236125E-02,8.846655E-02
40.425,-.0031917,-8.239978E-02,-5.159845E-02,1.211292E-02,8.668928E-02
40.43,-.0007138,-7.992188E-02,-5.548311E-02,1.184516E-02,8.477298E-02
40.435,.0004181,-7.764599E-02,-5.933971E-02,1.155802E-02,8.271798E-02
40.44,-.0015296,-7.513127E-02,-6.305601E-02,1.125211E-02,8.052863E-02
40.445,-.0013358,-7.251208E-02,-6.660623E-02,1.092783E-02,7.820787E-02
40.45,-.0005303,-6.977326E-02,-7.004957E-02,1.058608E-02,7.576204E-02
40.455,-.0011931,-6.691983E-02,-7.335928E-02,1.022741E-02,7.319512E-02
40.46,-.0014072,-6.397182E-02,-7.650282E-02,9.852895E-03,7.051481E-02
40.465,-.0016417,-6.092418E-02,-7.949074E-02,9.462761E-03,6.772272E-02
40.47,-.0017845,-5.778652E-02,-8.231773E-02,9.058086E-03,6.482656E-02
40.475,-.0023759,-.0545668,-.0849688,8.640022E-03,6.183457E-02
40.48,-.0022026,-5.127027E-02,-8.745185E-02,8.208814E-03,5.874852E-02
40.485,-.0004691,-4.789905E-02,-8.981815E-02,7.765511E-03,5.557591E-02
40.49,.0001734,-.0444479,-9.207541E-02,7.310622E-03,5.232038E-02
40.495,.0004895,-4.093569E-02,-9.418383E-02,6.845165E-03,4.898921E-02
40.5,.0016315,-3.736242E-02,-9.615585E-02,6.369164E-03,4.558259E-02
40.505,.0023046,-3.372908E-02,-9.799567E-02,5.883622E-03,4.210767E-02
40.51,.0033243,-3.004898E-02,-9.969636E-02,5.389608E-03,3.857214E-02
40.515,.004446,-2.631793E-02,-.1012691,4.887034E-03,3.497534E-02
40.52,.002743,-.0225437,-.1026436,4.377031E-03,3.132537E-02
40.525,.0011115,-1.875488E-02,-.1037508,3.860824E-03,.027631
40.53,.0012644,-1.495668E-02,-.1046351,3.340071E-03,2.390409E-02
40.535,.0002447,-1.113813E-02,-.105312,2.814993E-03,2.014623E-02
40.54,-.0005608,-7.322736E-03,-.1057569,2.287113E-03,1.636832E-02
40.545,-.0022842,-3.530415E-03,-.1059532,1.758016E-03,.0125817
40.55,-.0021618,2.681479E-04,-.1059241,1.228135E-03,8.789467E-03
40.555,.0021516,4.038236E-03,-.1058183,6.986767E-04,5.000262E-03
40.56,.0035486,7.817362E-03,-.1056673,1.69801E-04,1.215225E-03
40.565,.0041095,1.156917E-02,-.1053799,-3.575924E-04,-2.559204E-03
40.57,.0066791,1.529546E-02,-.1049857,-8.836426E-04,-6.324019E-03
40.575,.0086574,1.900662E-02,-.1045207,-1.407556E-03,-1.007354E-02
40.58,.0103909,2.269099E-02,-.1039653,-1.928922E-03,-1.380483E-02
40.585,.0129504,2.634229E-02,-.1033357,-2.446912E-03,-1.751196E-02
40.59,.0142658,2.997036E-02,-.1026222,-2.961964E-03,-2.119807E-02
40.595,.0130728,3.355825E-02,-.1017348,-3.473064E-03,-2.485589E-02
40.6,.0135316,3.708158E-02,-.1006558,-3.978825E-03,-.0284755
40.605,.0146023,4.055755E-02,-9.944181E-02,-4.479225E-03,-3.205674E-02
40.61,.0148063,4.397945E-02,-9.808996E-02,-4.973225E-03,-3.559218E-02
40.615,.0134705,4.733472E-02,-9.654417E-02,-5.46001E-03,-3.907599E-02
40.62,.0113698,5.060489E-02,-.094753,-.0059381,-4.249756E-02
40.625,.0109212,5.378461E-02,-.0927398,-6.407007E-03,-4.585342E-02
40.63,.0097689,5.687804E-02,-.0905335,-6.865374E-03,-4.913384E-02
40.635,.0085248,5.986725E-02,-8.812113E-02,-7.311852E-03,-5.232918E-02
40.64,.0070972,6.275096E-02,-8.549738E-02,-7.746079E-03,-5.543684E-02
40.645,.0054351,6.551873E-02,-8.265928E-02,-8.166651E-03,-5.844677E-02
40.65,.007964,6.804762E-02,-7.971256E-02,-8.572668E-03,-6.135253E-02
40.655,.0103501,7.043372E-02,-7.676809E-02,-8.963655E-03,-6.415073E-02
40.66,.0101054,7.315201E-02,-.0737487,-9.340087E-03,-6.684478E-02
40.665,.0115534,7.546504E-02,-7.063545E-02,-9.701142E-03,-6.942876E-02
40.67,.0132257,7.766561E-02,-6.749043E-02,-1.004628E-02,-7.189881E-02
40.675,.0145106,7.975339E-02,-6.431036E-02,-1.037587E-02,-.0742576
40.68,.0159891,8.172262E-02,-6.109858E-02,-1.068947E-02,-7.650196E-02
40.685,.0174881,8.357517E-02,-.0578661,-1.098695E-02,-7.863096E-02
40.69,.0186506,8.530927E-02,-5.461341E-02,-.011268,-8.064242E-02
40.695,.0205677,8.722637E-02,-5.134422E-02,-1.153296E-02,-.0825386
40.7,.0217505,8.840917E-02,-4.807503E-02,-1.178156E-02,-8.431779E-02
40.705,.0190381,8.980761E-02,-4.470503E-02,-1.201364E-02,-8.597875E-02
40.71,.0176615,9.103834E-02,-4.117299E-02,-1.222827E-02,-8.751481E-02
40.715,.0180184,9.213393E-02,-.0375562,-1.242515E-02,-8.892383E-02
40.72,.0165296,9.310079E-02,-3.386109E-02,-1.260378E-02,-9.020226E-02
40.725,.0154793,9.391827E-02,-3.006285E-02,-1.276354E-02,-9.134562E-02
40.73,.0142454,9.459233E-02,-2.616912E-02,-1.290419E-02,-9.235222E-02
40.735,.0127872,9.511726E-02,-2.217998E-02,-1.302513E-02,-9.321775E-02
40.74,.0145004,9.548918E-02,-.0181751,-1.312601E-02,-9.393974E-02
40.745,.0161217,9.573237E-02,-.0142399,-1.320698E-02,-9.451918E-02
40.75,.0157138,9.584191E-02,-1.032281E-02,-1.326841E-02,-9.495883E-02
40.755,.0166214,9.580411E-02,-6.416212E-03,-1.331025E-02,-9.525824E-02
40.76,.0176819,9.563494E-02,-2.56589E-03,-1.333266E-02,-9.541868E-02
40.765,.0186302,.0953347,1.226601E-03,-1.333599E-02,-9.544247E-02
40.77,.0190687,9.490509E-02,4.967188E-03,-1.332048E-02,-.0953315
40.775,.0204453,9.434509E-02,8.638998E-03,-1.328642E-02,-9.508772E-02
40.78,.0220769,9.366661E-02,1.220395E-02,-1.323429E-02,-9.471466E-02
40.785,.0155609,9.287255E-02,1.585529E-02,-1.316425E-02,-9.421337E-02
40.79,.00931,9.189964E-02,1.977636E-02,-1.307526E-02,-9.357648E-02
40.795,.0082495,9.083914E-02,2.382378E-02,-1.296632E-02,-9.279682E-02
40.8,.0038545,8.949041E-02,2.794898E-02,-1.283692E-02,-9.187075E-02
40.805,-.0009891,8.804886E-02,3.223231E-02,-.0126865,-9.079427E-02
40.81,-.0051394,8.643591E-02,3.666129E-02,-1.251428E-02,-8.956174E-02
40.815,-.0093508,8.465507E-02,4.120861E-02,-1.231977E-02,-8.816962E-02
40.82,-.0139395,8.269799E-02,4.588354E-02,-1.210204E-02,-8.661142E-02
40.825,-.0186812,8.055977E-02,5.068684E-02,-1.186062E-02,-8.488361E-02
40.83,-.0194868,7.823651E-02,5.551678E-02,-1.159502E-02,-8.298279E-02
40.835,-.0204453,7.575987E-02,6.026864E-02,-1.130569E-02,-8.091209E-02
40.84,-.0238512,7.311888E-02,6.500565E-02,-1.099245E-02,-7.867032E-02
40.845,-.0256968,7.029902E-02,6.973754E-02,-.0106555,-7.625885E-02
40.85,-.0273182,6.732124E-02,.0744087,-.0102953,-7.368103E-02
40.855,-.0293474,6.418171E-02,7.902294E-02,-9.91162E-03,-7.093509E-02
40.86,-.0308872,6.088207E-02,8.356681E-02,-9.505022E-03,-6.802517E-02
40.865,-.0333855,5.743026E-02,8.804413E-02,-9.075884E-03,-6.495393E-02
40.87,-.0343746,5.382393E-02,9.243055E-02,-8.624892E-03,-6.172629E-02
40.875,-.0322944,5.007502E-02,9.661319E-02,-8.152062E-03,-5.834236E-02
40.88,-.0323454,4.621361E-02,.1005595,-7.658947E-03,-5.481325E-02
40.885,-.0330592,4.222856E-02,.1043292,-7.146941E-03,-5.114894E-02
40.89,-.032274,3.812075E-02,.1079016,-6.61615E-03,-4.735021E-02
40.895,-.0319375,3.391377E-02,.1112426,-6.06808E-03,-.0434278
40.9,-.031601,2.960939E-02,.1143584,-5.503862E-03,-3.938983E-02
40.905,-.0036914,2.522064E-02,.1165667,-4.926207E-03,-3.525569E-02
40.91,-.0060367,2.097909E-02,.1179381,-4.339781E-03,-3.105878E-02
40.915,-.0065058,1.662554E-02,.1191678,-3.74681E-03,-2.681503E-02
40.92,-.0025187,1.225577E-02,.1200966,-3.148807E-03,-2.253526E-02
40.925,-.0015602,.0079024,.120691,-2.546601E-03,-1.822541E-02
40.93,-.0015194,3.547426E-03,.1210473,-1.942036E-03,-1.389869E-02
40.935,.0006526,-7.846475E-04,.1211363,-1.336315E-03,-9.563689E-03
40.94,.0021414,-5.109744E-03,.1209234,-7.3138E-04,-5.234311E-03
40.945,.0033549,-9.387154E-03,.1204331,-1.277476E-04,-9.142592E-04
40.95,.0043644,-1.361995E-02,.1196796,4.727696E-04,3.383499E-03
40.955,.006414,-1.779981E-02,.1186449,1.068835E-03,.0076494
40.96,.0074439,-2.190558E-02,.1173324,1.658559E-03,1.186991E-02
40.965,.0039157,-.0259441,.1158805,2.241726E-03,.0160435
40.97,.0020088,-.0299391,.1143648,2.817505E-03,2.016421E-02
40.975,.0020598,-3.386253E-02,.1127018,3.384941E-03,2.422522E-02
40.98,.0001122,-3.770478E-02,.1108936,3.944088E-03,2.822689E-02
40.985,-.0017029,-4.147767E-02,.1089909,4.493956E-03,3.216217E-02
40.99,-.0032937,-4.517238E-02,.1069886,5.034063E-03,3.602759E-02
40.995,-.0045071,-4.878169E-02,.1048776,5.563486E-03,3.981654E-02
41,-.0054861,-5.230534E-02,.1026438,6.082453E-03,4.353066E-02
41.005,-.0070055,-5.573578E-02,.1003007,6.589961E-03,4.716278E-02
41.01,-.0089225,-5.907168E-02,9.787785E-02,7.085165E-03,5.070683E-02
41.015,-.0074235,-6.231736E-02,.095302,7.568314E-03,5.416462E-02
41.02,-.0046907,-6.543886E-02,9.246624E-02,8.037955E-03,5.752572E-02
41.025,-.004864,-6.842656E-02,8.941791E-02,8.49282E-03,6.078108E-02
41.03,-.0039463,-7.129598E-02,8.621015E-02,8.931726E-03,6.392223E-02
41.035,-.0024269,-7.403125E-02,8.280274E-02,9.354436E-03,6.694746E-02
41.04,-.0012135,-7.662188E-02,7.919771E-02,9.759601E-03,6.984713E-02
41.045,.0002651,-7.906345E-02,7.540616E-02,1.014598E-02,7.261234E-02
41.05,-.0004181,-8.135101E-02,7.147626E-02,.0105133,7.524115E-02
41.055,-.0010197,-.0834953,6.746918E-02,1.086077E-02,.0777279
41.06,-.0003467,-8.548851E-02,6.335889E-02,1.118796E-02,8.006955E-02
41.065,-.0004181,-8.731706E-02,5.914334E-02,1.149408E-02,.0822604
41.07,-.0004793,-8.898935E-02,5.484199E-02,1.177914E-02,8.430049E-02
41.075,-.0013766,-9.049986E-02,5.048609E-02,1.204253E-02,.0861855
41.08,.000571,-9.185375E-02,4.603419E-02,1.228395E-02,8.791328E-02
41.085,.0053025,-9.302431E-02,4.136018E-02,1.250243E-02,8.947694E-02
41.09,.0068423,-9.399232E-02,3.647637E-02,1.269712E-02,9.087025E-02
41.095,.008688,-9.478091E-02,3.146646E-02,1.286707E-02,9.208652E-02
41.1,.0118491,-9.537615E-02,2.630379E-02,1.301149E-02,9.312012E-02
41.105,.0144188,-9.576529E-02,2.097251E-02,1.312977E-02,.0939666
41.11,.0173862,-9.595052E-02,1.549136E-02,1.322101E-02,.0946196
41.115,.0191095,-9.592313E-02,9.891321E-03,1.328451E-02,9.507409E-02
41.12,.0204045,-9.569045E-02,4.227965E-03,1.331981E-02,9.532673E-02
41.125,.0226173,-9.525095E-02,-1.509248E-03,1.332665E-02,9.537564E-02
41.13,.0246669,-9.459541E-02,-7.324131E-03,1.330459E-02,9.521776E-02
41.135,.0266146,-9.372634E-02,-1.319517E-02,1.325334E-02,9.485099E-02
41.14,.0264005,-9.264168E-02,-1.906529E-02,1.317265E-02,9.427349E-02
41.145,.0267777,-9.135918E-02,-2.488136E-02,1.306274E-02,9.348689E-02
41.15,.0285521,-8.958478E-02,-3.067523E-02,1.292382E-02,9.249266E-02
41.155,.024565,-8.817697E-02,-.0363325,1.275628E-02,9.129365E-02
41.16,.0206391,-8.631815E-02,-4.171993E-02,1.256099E-02,8.989599E-02
41.165,.0200476,-8.429676E-02,-4.690144E-02,1.233933E-02,8.830967E-02
41.17,.017376,-8.209732E-02,-5.189561E-02,1.209238E-02,8.654226E-02
41.175,.014378,-7.974746E-02,-5.664302E-02,1.182086E-02,.0845991
41.18,.0119307,-7.725593E-02,-6.113817E-02,1.152625E-02,.0824906
41.185,.0092284,-7.462755E-02,-.0653815,1.120977E-02,8.022565E-02
41.19,.0061489,-7.187741E-02,-6.934813E-02,1.087301E-02,7.781556E-02
41.195,.0027634,-6.901386E-02,-7.302158E-02,1.051689E-02,7.526684E-02
41.2,-.0002243,-6.605151E-02,-7.639591E-02,1.014314E-02,7.259203E-02
41.205,-.001295,-6.299783E-02,-7.952318E-02,9.753175E-03,6.980114E-02
41.21,-.0023963,-.0598512,-8.244292E-02,9.348395E-03,6.690423E-02
41.215,-.0050884,-5.661944E-02,-8.511546E-02,8.929289E-03,6.390478E-02
41.22,-.0065262,-5.332605E-02,-8.752672E-02,8.497495E-03,6.081454E-02
41.225,-.0077804,-4.997009E-02,-8.970724E-02,8.054559E-03,5.764455E-02
41.23,-.0121448,-4.655654E-02,-9.158565E-02,7.601071E-03,5.439905E-02
41.235,-.0163359,-4.312275E-02,-9.308635E-02,7.139137E-03,5.109309E-02
41.24,-.0183345,-3.967353E-02,-9.426649E-02,6.670543E-03,4.773948E-02
41.245,-.0226887,-3.620713E-02,-9.512061E-02,6.197176E-03,4.435171E-02
41.25,-.0252482,-3.275278E-02,-9.563613E-02,5.720059E-03,.0409371
41.255,-.0234331,-2.930615E-02,-9.596417E-02,5.240923E-03,3.750803E-02
41.26,-.0245956,-2.585926E-02,-9.613904E-02,4.760835E-03,3.407216E-02
41.265,-.0266656,-2.241187E-02,-9.606572E-02,4.280107E-03,.0306317
41.27,-.0265024,-1.900827E-02,-9.577765E-02,3.80033E-03,2.719806E-02
41.275,-.0273182,-1.562596E-02,-9.530716E-02,3.32243E-03,2.377784E-02
41.28,-.0282359,-.0122866,-9.462985E-02,2.847762E-03,2.038075E-02
41.285,-.025707,-8.990635E-03,-9.382883E-02,2.376499E-03,1.700803E-02
41.29,-.0233209,-5.718905E-03,-9.298728E-02,1.90934E-03,1.366469E-02
41.295,-.0230354,-2.484524E-03,-9.205242E-02,1.446935E-03,1.035537E-02
41.3,-.0213121,6.989926E-04,-9.100872E-02,9.891548E-04,7.079144E-03
41.305,-.019966,3.841302E-03,-8.988516E-02,5.367868E-04,3.841655E-03
41.31,-.0172536,6.933494E-03,-8.870825E-02,9.02001E-05,6.455406E-04
41.315,-.012828,9.982707E-03,-8.755666E-02,-3.50192E-04,-2.506241E-03
41.32,-.0105337,1.300418E-02,-.0864201,-7.852417E-04,-5.619787E-03
41.325,-.0071584,1.597627E-02,-8.527561E-02,-1.214564E-03,-8.692347E-03
41.33,-.0044358,1.891214E-02,-8.413576E-02,-1.638188E-03,-1.172412E-02
41.335,-.0053943,2.180247E-02,-8.289726E-02,-2.055619E-03,-1.471158E-02
41.34,-.0039871,2.462248E-02,-8.152878E-02,-2.466801E-03,-1.765431E-02
41.345,-.0012746,2.733498E-02,-8.012567E-02,-2.871024E-03,-2.054723E-02
41.35,-.0032733,3.011295E-02,-7.860657E-02,-3.267734E-03,-2.338639E-02
41.355,-.0059959,3.274582E-02,-7.683786E-02,-3.656537E-03,-2.616896E-02
41.36,-.0059959,3.528685E-02,-7.487551E-02,-4.035954E-03,-2.888435E-02
41.365,-.0070462,.0377515,-7.276466E-02,-4.405205E-03,-.031527
41.37,-.0087084,4.011867E-02,-7.047056E-02,-4.763179E-03,-3.408893E-02
41.375,-.0098301,4.238388E-02,-6.799284E-02,-5.10948E-03,-3.656733E-02
41.38,-.0112169,4.454476E-02,-6.534508E-02,-5.442969E-03,-3.895402E-02
41.385,-.0125221,.046591,-6.253028E-02,-5.76255E-03,-4.124119E-02
41.39,-.0137866,.0485215,-5.955281E-02,-6.067888E-03,-4.342642E-02
41.395,-.0153467,5.032962E-02,-5.641439E-02,-6.357937E-03,-4.550223E-02
41.4,-.0160095,5.200792E-02,-5.313597E-02,-6.631919E-03,-4.746306E-02
41.405,-.0158158,5.355833E-02,-4.976945E-02,-6.889069E-03,-4.930342E-02
41.41,-.0166724,5.498488E-02,-4.631109E-02,-7.129368E-03,-5.102318E-02
41.415,-.01707,5.627386E-02,-.0427554,-7.352117E-03,-5.261734E-02
41.42,-.0178858,5.742761E-02,-3.911282E-02,-7.556715E-03,-.0540816
41.425,-.0180898,5.844118E-02,-3.538932E-02,-7.743035E-03,-5.541505E-02
41.43,-.0139293,5.931709E-02,-3.171649E-02,-7.910768E-03,-5.661548E-02
41.435,-.0112577,6.008895E-02,-.0281708,-8.06048E-03,-5.768692E-02
41.44,-.0105235,6.082315E-02,-2.467437E-02,-8.19252E-03,-.0586319
41.445,-.0077498,6.126137E-02,-2.123253E-02,-8.307264E-03,-.0594531
41.45,-.0053025,6.167718E-02,-1.789778E-02,-8.405069E-03,-6.015307E-02
41.455,-.0030999,6.198321E-02,-1.465936E-02,-8.48644E-03,-6.073543E-02
41.46,.0003569,6.218251E-02,-1.154969E-02,-8.55186E-03,-6.120362E-02
41.465,.003722,6.229037E-02,-8.597407E-03,-8.602172E-03,-6.156369E-02
41.47,.0064242,6.230907E-02,-.0057908,-8.638096E-03,-6.182079E-02
41.475,.0095547,6.223965E-02,-3.130497E-03,-8.660321E-03,-6.197985E-02
41.48,.0126751,6.209236E-02,-6.267608E-04,-8.66965E-03,-6.204661E-02
41.485,.0162237,6.187217E-02,1.704428E-03,-8.666878E-03,-6.202677E-02
41.49,.0198743,6.158885E-02,3.846732E-03,-8.652917E-03,-6.192686E-02
41.495,.0243508,6.124947E-02,5.773004E-03,-8.628783E-03,-6.175413E-02
41.5,.0250544,6.086736E-02,7.556029E-03,-8.59543E-03,-6.151544E-02
41.505,.0229232,6.041803E-02,9.353672E-03,-8.553182E-03,-6.121308E-02
41.51,.0247383,5.988966E-02,1.113373E-02,-8.501943E-03,-6.084638E-02
41.515,.0226173,5.931863E-02,1.289569E-02,-8.441889E-03,-6.041658E-02
41.52,.0188647,.0586674,1.477172E-02,-8.372769E-03,-.0599219
41.525,.0182121,.0580148,1.672379E-02,-8.294013E-03,-5.935827E-02
41.53,.0160095,5.712997E-02,1.870666E-02,-8.205513E-03,-5.872489E-02
41.535,.0133175,5.624892E-02,2.076777E-02,-8.106843E-03,-5.801873E-02
41.54,.0112985,5.528374E-02,2.289913E-02,-7.997673E-03,-5.723744E-02
41.545,.0101768,5.416204E-02,2.505468E-02,-7.877855E-03,-5.637992E-02
41.55,.0083617,5.311993E-02,2.723084E-02,-7.747129E-03,-5.544435E-02
41.555,.0077498,5.191665E-02,2.941145E-02,-7.605481E-03,-5.443061E-02
41.56,.0083719,5.064157E-02,3.153103E-02,-7.453053E-03,-5.333972E-02
41.565,.0073012,4.930442E-02,3.359598E-02,-7.29032E-03,-5.217507E-02
41.57,.0069035,4.788976E-02,3.563104E-02,-7.117195E-03,-5.093606E-02
41.575,.0070055,4.640921E-02,3.760235E-02,-6.934039E-03,-4.962526E-02
41.58,.0050884,4.486747E-02,3.954406E-02,-6.74114E-03,-4.824473E-02
41.585,.0033243,4.310337E-02,4.149349E-02,-6.538657E-03,-4.679561E-02
41.59,.0025799,4.156423E-02,4.342491E-02,-.0063263,-4.527581E-02
41.595,.001295,3.981434E-02,4.532545E-02,-6.104367E-03,-4.368749E-02
41.6,-.0001937,3.799941E-02,4.720514E-02,-5.873161E-03,-4.203281E-02
41.605,-.0020088,3.618431E-02,4.907828E-02,-5.632401E-03,-4.030975E-02
41.61,-.0014276,3.416699E-02,5.088769E-02,-5.38238E-03,-.0385204
41.615,.0000918,3.217148E-02,5.254719E-02,-5.123665E-03,-3.666884E-02
41.62,-.0005201,3.013815E-02,5.408446E-02,-4.857203E-03,-3.476184E-02
41.625,-.0003569,2.805042E-02,5.553286E-02,-4.583056E-03,-3.279983E-02
41.63,.0003569,2.592425E-02,5.685642E-02,-4.301964E-03,-3.078813E-02
41.635,.000673,2.376816E-02,5.804881E-02,-4.014809E-03,-2.873303E-02
41.64,.0011319,2.157938E-02,5.911655E-02,-3.721779E-03,-2.663588E-02
41.645,.0015602,1.936622E-02,.0600546,-3.423733E-03,-2.450284E-02
41.65,.0019986,1.713285E-02,6.086236E-02,-3.121321E-03,-2.233855E-02
41.655,.0025697,1.488592E-02,6.153498E-02,-2.815439E-03,-2.014942E-02
41.66,.0031407,.0126278,6.206964E-02,-2.506303E-03,-1.793701E-02
41.665,.0036302,1.036492E-02,6.246743E-02,-2.194838E-03,-1.570793E-02
41.67,.0042114,.0081033,6.272782E-02,-1.881964E-03,-1.346876E-02
41.675,.0045683,5.845239E-03,6.285457E-02,-1.567887E-03,-1.122099E-02
