03-05-2006
PERIODO ,      .75 
AMORTIGUAMIENTO ,            .05 
CONDICIONES INICIALES,      Xo = ,         0            , Vo = ,       0 
ELASTICO
SISMO --> ,   11  Chile                  Mar  3/85   Vi¤a del Mar                  N-S
TIEMPO seg,   AT (g) ,      ACE (g) ,     VEL (m/s),    DES (m),      FZA (1/W)
16.915,3.545454E-03,.6469394,.5753962,-.0972742,-.6961682
16.915,.0035486,.6469426,.5754082,-.0972731,-.6961603
16.92,-.0002141,.6231589,.6064599,-9.431852E-02,-.675015
16.925,-.0092284,.5983515,.6366336,-9.121098E-02,-.6527752
16.93,1.168733E-03,.5725343,.6655325,-8.795537E-02,-.6294756
16.93,.0011727,.5725383,.6655432,-.0879541,-.6294665
16.935,-.0028348,.5459051,.6929998,-8.455785E-02,-.6051604
16.94,-1.730928E-02,.5183856,.719582,-8.102673E-02,-.5798889
16.94,-.0173148,.5183802,.719592,-8.102535E-02,-.5798791
16.945,-.0192522,.4899473,.745205,-7.736343E-02,-.5536716
16.95,-2.309513E-02,.4607697,.7695475,-7.357667E-02,-.5265707
16.95,-.0230966,.4607682,.7695566,-7.357521E-02,-.5265601
16.955,-.0304793,.4308349,.7927253,-6.966969E-02,-.4986094
16.96,-.0373318,.4001902,.8147581,-6.565117E-02,-.4698498
16.965,-4.024709E-02,.3688806,.8355116,-6.152561E-02,-.4403241
16.965,-.0402482,.3688796,.8355192,-6.152402E-02,-.4403127
16.97,-.0486914,.336971,.8550015,-5.729795E-02,-.4100677
16.975,-6.891488E-02,.3044835,.873608,-.0529769,-.379143
16.975,-6.892259E-02,.3044758,.873615,-5.297523E-02,-.3791311
16.98,-.081149,.271353,.8914086,-4.856299E-02,-.3475537
16.985,-.0908428,.2377248,.9081033,-4.406447E-02,-.3153589
16.985,-.0908465,.237721,.9081095,-4.406274E-02,-.3153465
16.99,-.1050818,.2036146,.9237304,-3.948351E-02,-.282574
16.995,-.1226652,.1690494,.938448,-3.482849E-02,-.2492592
16.995,-.1226719,.1690427,.9384534,-.0348267,-.2492464
17,-.1413735,.1340232,.9523548,-3.010014E-02,-.2154195
17.005,-.1583823,9.859413E-02,.9654046,-2.530617E-02,-.1811102
17.01,-.1724184,6.279643E-02,.9774694,-2.044936E-02,-.1463512
17.01,-.1724238,6.279107E-02,.9774739,-2.044749E-02,-.1463378
17.015,-.1833144,2.667139E-02,.9883868,-1.553315E-02,-.1111671
17.02,-.1942517,-9.694301E-03,.9980581,-1.056735E-02,-7.562803E-02
17.02,-.1942559,-9.698474E-03,.9980615,-1.056545E-02,-.0756144
17.025,-.1980391,-4.629078E-02,1.006305,-5.554705E-03,-3.975369E-02
17.03,-.1958169,-8.298449E-02,1.012791,-5.070173E-04,-3.628602E-03
17.03,-.1958161,-8.298364E-02,1.012793,-5.050856E-04,-3.614777E-03
17.035,-.184691,-.1197126,1.017151,4.569901E-03,3.270569E-02
17.04,-.1782998,-.156319,1.019283,9.66101E-03,6.914154E-02
17.04,-.1782974,-.1563166,1.019283,9.662955E-03,6.915545E-02
17.045,-.1782158,-.1927221,1.019467,1.475972E-02,.1056318
17.05,-.1713633,-.2291231,1.017695,1.985265E-02,.1420807
17.055,-.1641872,-.2651382,1.013805,2.493143E-02,.1784283
17.055,-.1641845,-.2651355,1.013803,2.493337E-02,.1784421
17.06,-.1598609,-.3008091,1.007873,2.998753E-02,.2146136
17.065,-.1524504,-.3360593,.9999177,3.500703E-02,.2505369
17.065,-.1524476,-.3360564,.9999142,3.500894E-02,.2505506
17.07,-.1446773,-.3708156,.9898703,3.998344E-02,.2861519
17.075,-.1538717,-.4049841,.9781717,4.490322E-02,.3213616
17.075,-.1538752,-.4049875,.978167,4.490509E-02,.321375
17.08,-.1455441,-.4386622,.9648266,4.976262E-02,.3561392
17.085,-.1224169,-.4715966,.9490823,5.454773E-02,.3903851
17.09,-.118941,-.5036503,.9310927,.0592481,.4240246
17.09,-.1189397,-.5036489,.9310856,5.924988E-02,.4240372
17.095,-.1119954,-.5349412,.9112879,6.385582E-02,.4570009
17.1,-9.935572E-02,-.5653116,.8894987,6.835791E-02,.4892212
17.1,-.0993509,-.5653067,.88949,6.835961E-02,.4892334
17.105,-.0894801,-.5946842,.8656844,7.274761E-02,.5206372
17.11,-.088155,-.6230039,.8401901,7.701218E-02,.5511578
17.11,-.0881545,-.6230034,.8401801,7.701379E-02,.5511693
17.115,-.086115,-.6502945,.8132402,8.114725E-02,.5807514
17.12,-8.021315E-02,-.6764628,.7847951,8.514231E-02,.6093432
17.12,-.0802109,-.6764606,.784784,8.514381E-02,.609354
17.125,-.0813224,-.7014539,.7549675,8.899304E-02,.6369019
17.13,-.0760402,-.7252669,.7238523,9.269006E-02,.6633605
17.135,-.0817892,-.747807,.6916123,9.622847E-02,.6886842
17.135,-.0817914,-.7478092,.6915998,9.622978E-02,.6886936
17.14,-.0968934,-.7691457,.6587955,9.960534E-02,.7128516
17.145,-9.280596E-02,-.7892961,.6252442,.1028154,.7358252
17.145,-.0928044,-.7892945,.6252311,.1028166,.7358337
17.15,-.0924373,-.8080873,.590616,.1058561,.7575867
17.155,-6.134777E-02,-.8255477,.5543413,.108719,.7780758
17.155,-.0613359,-.8255358,.554327,.10872,.7780833
17.16,-.0709519,-.8414,.5167089,.1113973,.7972439
17.165,-8.020737E-02,-.8559694,.4788074,.1138858,.8150533
17.165,-.0802109,-.8559729,.4787928,.1138867,.81506
17.17,-.0844019,-.8691629,.4405405,.1161848,.8315071
17.175,-.089215,-.880928,.4018972,.1182907,.8465784
17.18,-9.630949E-02,-.8880225,.3630834,.1202029,.8602631
17.18,-.0963122,-.8880253,.3630686,.1202035,.8602681
17.185,-.0901327,-.9002638,.3238034,.1219208,.8725581
17.19,-.0814888,-.9077014,.2836925,.1234396,.8834279
17.19,-.0814855,-.9076981,.2836771,.1234402,.8834318
17.195,-.0813224,-.9136301,.2430226,.1247568,.8928547
17.2,-7.884544E-02,-.9180947,.2020485,.1258695,.9008175
17.2,-.0788445,-.9180937,.2020328,.1258698,.9008204
17.205,-.0709009,-.9210569,.1606212,.1267765,.9073094
17.21,-.0629267,-.9224714,.1187122,.1274749,.9123077
17.215,-6.000122E-02,-.919546,7.657299E-02,.1279631,.9158012
17.215,-.0600001,-.9195448,7.655691E-02,.1279632,.9158022
17.22,-.0612951,-.9208398,3.441771E-02,.1282406,.9177875
17.225,-6.504627E-02,-.9176054,-7.550251E-03,.1283076,.9182671
17.225,-.0650477,-.9176068,-7.566198E-03,.1283076,.918267
17.23,-.0663937,-.9130316,-4.921778E-02,.1281656,.9172503
17.235,-6.496665E-02,-.9069965,-9.061127E-02,.1278159,.9147482
17.235,-.0649661,-.906996,-9.062702E-02,.1278158,.914747
17.24,-.0614583,-.9034882,-.1319076,.1272595,.9107661
17.245,-6.007203E-02,-.8905133,-.172904,.1264974,.9053116
17.245,-.0600715,-.8905127,-.1729195,.1264971,.9053093
17.25,-.0607343,-.8801442,-.2133615,.1255313,.8983975
17.255,-.0578383,-.8683866,-.2533159,.1243646,.8900478
17.26,-5.579967E-02,-.8552392,-.2927808,.1229994,.8802772
17.26,-.0557989,-.8552384,-.2927957,.1229988,.8802732
17.265,-.0631714,-.8407356,-.331452,.121438,.8691029
17.27,-6.943011E-02,-.8249907,-.3690328,.1196867,.8565688
17.27,-.0694325,-.8249931,-.3690469,.1196859,.8565637
17.275,-.0704624,-.8080063,-.4056466,.1177492,.8427027
17.28,-7.812777E-02,-.7898004,-.4411706,.115632,.8275502
17.28,-.0781307,-.7898033,-.4411839,.1156311,.8275443
17.285,-.0852789,-.7704657,-.4754244,.1133394,.8111433
17.29,-9.013085E-02,-.7500488,-.5083963,.1108798,.7935401
17.29,-.0901327,-.7500506,-.5084087,.1108788,.7935332
17.295,-.0977602,-.7285688,-.5400476,.1082575,.7747732
17.3,-.1021042,-.7061214,-.5703163,.1054815,.7549061
17.305,-.1032867,-.6827213,-.5993257,.1025574,.7339789
17.305,-.1032871,-.6827217,-.5993365,.1025563,.7339707
17.31,-.1081715,-.658393,-.6270272,9.949028E-02,.7120281
17.315,-.1113008,-.6332421,-.6533086,.0962894,.6891202
17.315,-.111302,-.6332434,-.6533183,9.628815E-02,.6891113
17.32,-.1176854,-.6072819,-.6781137,9.295947E-02,.6652887
17.325,-.1155346,-.5806178,-.7015153,8.951048E-02,.6406051
17.325,-.1155338,-.5806171,-.701524,8.950914E-02,.6405955
17.33,-.1024917,-.5532114,-.7239726,.0859457,.6150928
17.335,-.0958737,-.5250605,-.7455413,8.227209E-02,.5888017
17.34,-6.928965E-02,-.4962642,-.766528,7.849251E-02,.5617521
17.34,-.0692795,-.4962541,-.766536,7.849105E-02,.5617417
17.345,-.0446534,-.4666707,-.7873469,7.460689E-02,.5339437
17.35,-2.965902E-02,-.4363755,-.8076613,7.061972E-02,.5054085
17.35,-.0296533,-.4363697,-.8076689,7.061819E-02,.5053975
17.355,-.0026003,-.4054436,-.8275132,6.653084E-02,.4761453
17.36,.013923,-.3738059,-.8468921,6.234522E-02,.4461898
17.36,.0139293,-.3737996,-.8468994,.0623436,.4461783
17.365,.0193338,-.3415656,-.8652501,.0580634,.4155459
17.37,1.006814E-02,-.308845,-.881914,5.369537E-02,.3842849
17.37,.0100646,-.3088485,-.88192,5.369368E-02,.3842729
17.375,.0062509,-.2757641,-.8966503,4.924725E-02,.3524508
17.38,.0113087,-.2423436,-.9097808,4.473135E-02,.3201316
17.385,3.745286E-03,-.2085765,-.921203,4.015382E-02,.2873712
17.385,.0037424,-.2085794,-.921207,4.015206E-02,.2873587
17.39,.0078314,-.174628,-.9308841,.035522,.2542225
17.395,1.754559E-02,-.1404701,-.93923,.030847,.2207646
17.395,.0175493,-.1404665,-.9392329,3.084521E-02,.2207518
17.4,.0167131,-.1061114,-.946117,2.613191E-02,.1870198
17.405,1.989349E-02,-7.172324E-02,-.9513735,2.138834E-02,.1530712
17.405,.0198947,-7.172203E-02,-.9513752,2.138652E-02,.1530582
17.41,.0244936,-3.728243E-02,-.9551353,1.662044E-02,.1189485
17.415,2.872379E-02,-2.868098E-03,-.9574239,1.183922E-02,8.473051E-02
17.415,.0287254,-2.866484E-03,-.9574245,.0118374,8.471743E-02
17.42,.034599,3.141959E-02,-.9582769,7.048369E-03,5.044349E-02
17.425,.027206,6.572089E-02,-.9574107,2.259102E-03,1.616785E-02
17.43,2.442326E-02,9.968036E-02,-.9546219,-2.520927E-03,-1.804167E-02
17.43,.0244222,.0996793,-.9546205,-2.522748E-03,-1.805471E-02
17.435,.0366588,.1333786,-.9504049,-7.28495E-03,-5.213665E-02
17.44,3.915615E-02,.1668409,-.9449041,-1.202306E-02,-8.604617E-02
17.44,.0391571,.1668418,-.9449018,-1.202486E-02,-8.605906E-02
17.445,.0400646,.1999395,-.937853,-1.673162E-02,-.1197442
17.45,4.518165E-02,.2326072,-.9293398,-2.139938E-02,-.1531502
17.45,.0451836,.2326091,-.9293362,-2.140115E-02,-.1531629
17.455,.049701,.2648541,-.919468,-2.602295E-02,-.18624
17.46,.05534,.2965947,-.9082803,-3.059209E-02,-.2189403
17.465,5.998813E-02,.3278067,-.8958017,-3.510208E-02,-.2512172
17.465,.0599899,.3278085,-.8957967,-3.510379E-02,-.2512294
17.47,.0630592,.3584482,-.881991,-3.954807E-02,-.2830361
17.475,7.252879E-02,.388442,-.8670065,-4.392025E-02,-.3143268
17.475,.0725324,.3884456,-.8670006,-4.392191E-02,-.3143386
17.48,.0716147,.4178236,-.8507703,-4.821623E-02,-.345072
17.485,4.968897E-02,.4464363,-.8325586,-5.242488E-02,-.3751923
17.485,.0496806,.446428,-.8325512,-5.242647E-02,-.3752037
17.49,.0421653,.4741037,-.812238,-5.653847E-02,-.4046323
17.495,3.938246E-02,.5008921,-.7903373,-6.054484E-02,-.4333049
17.495,.0393814,.500891,-.7903287,-6.054635E-02,-.4333157
17.5,.0279402,.5267702,-.7667884,-6.443924E-02,-.4611763
17.505,.0196295,.5515885,-.7415211,-6.821007E-02,-.4881631
17.51,8.743154E-03,.575345,-.7145926,-7.185045E-02,-.5142164
17.51,.008739,.5753409,-.714582,-7.185181E-02,-.5142262
17.515,.0017131,.5979675,-.6860775,-7.535347E-02,-.5392868
17.52,6.632006E-04,.619423,-.6562945,-.0787093,-.5633036
17.52,.0006628,.6194226,-.6562829,-7.871056E-02,-.5633126
17.525,.0024575,.6397235,-.6254945,-8.191483E-02,-.5862449
17.53,5.974159E-03,.6588303,-.5938704,-8.496305E-02,-.6080603
17.53,.0059755,.6588317,-.5938582,-8.496419E-02,-.6080684
17.535,.0061387,.6767404,-.5614169,-8.785225E-02,-.6287376
17.54,4.089882E-03,.6933877,-.5280824,-9.057593E-02,-.6482303
17.54,.0040891,.6933869,-.5280695,-9.057693E-02,-.6482375
17.545,.0075867,.708751,-.4939858,-9.313188E-02,-.6665227
17.55,.0225969,.7237611,-.4596112,-9.551548E-02,-.6835815
17.555,3.364639E-02,.7348107,-.4252366,-9.772722E-02,-.6994104
17.555,.0336506,.7348149,-.4252235,-9.772804E-02,-.6994162
17.56,.0377295,.7474041,-.3906403,-9.976753E-02,-.7140124
17.565,4.911536E-02,.75879,-.3558485,-.1016334,-.7273662
17.565,.0491197,.7587943,-.3558352,-.1016341,-.7273711
17.57,.066924,.7669057,-.321281,-.1033264,-.7394825
17.575,8.090916E-02,.774878,-.2871117,-.104847,-.7503651
17.575,.0809145,.7748833,-.2870988,-.1048476,-.7503691
17.58,.0944665,.7816519,-.2532432,-.1061981,-.7600341
17.585,.1063462,.787248,-.219708,-.1073801,-.7684938
17.59,.1030742,.7916748,-.186138,-.1083947,-.7757551
17.59,.1030729,.7916735,-.1861251,-.1083951,-.7757576
17.595,.0968322,.7948291,-.1521361,-.1092408,-.7818101
17.6,9.564985E-02,.7936468,-.1179168,-.1099158,-.7866411
17.6,.0956494,.7936464,-.1179038,-.109916,-.7866427
17.605,.096404,.794401,-8.368446E-02,-.1104199,-.7902489
17.61,.1019899,.7999868,-4.946514E-02,-.1107527,-.7926308
17.61,.101992,.799989,-4.945209E-02,-.1107528,-.7926314
17.615,.1016147,.7950899,-1.534361E-02,-.1109147,-.7937899
17.62,9.386785E-02,.7921371,1.877154E-02,-.1109062,-.7937293
17.62,.0938649,.7921342,.0187846,-.1109062,-.7937291
17.625,.091183,.7894523,5.301727E-02,-.1107267,-.7924446
17.63,.0892456,.7824818,8.712656E-02,-.1103763,-.7899368
17.635,9.146766E-02,.7758653,.1208958,-.1098562,-.7862142
17.635,.0914685,.7758662,.1209086,-.1098559,-.7862126
17.64,.0974033,.7680913,.1541252,-.1091682,-.7812905
17.645,.0987182,.7592127,.1867558,-.1083159,-.7751911
17.645,.0987187,.7592131,.1867682,-.1083155,-.7751885
17.65,.0933754,.7492057,.2190346,-.1073011,-.7679285
17.655,8.662748E-02,.7380584,.2510788,-.1061259,-.759518
17.655,.0866249,.7380559,.251091,-.1061255,-.7595146
17.66,.0861048,.7257815,.2827393,-.1047909,-.7499632
17.665,8.335265E-02,.7124537,.3138402,-.1032995,-.7392895
17.665,.0833516,.7124527,.313852,-.1032989,-.7392852
17.67,.0783856,.6980582,.3444626,-.1016532,-.7275074
17.675,.0756629,.682618,.3745303,-9.985571E-02,-.7146435
17.68,7.060703E-02,.6661741,.4040071,-9.790947E-02,-.7007146
17.68,.0706051,.6661722,.4040183,-.0979087,-.7007091
17.685,6.737261E-02,.6487234,.4328675,-9.581655E-02,-.6857361
17.69,7.317259E-02,.6303257,.4607751,-9.358232E-02,-.6697463
17.69,.0731748,.6303279,.4607855,-9.358144E-02,-.66974
17.695,7.553039E-02,.6110683,.4875701,-9.121051E-02,-.6527718
17.7,.073451,.5909631,.513383,-8.870818E-02,-.6348633
17.7,.0734502,.5909624,.5133927,-8.870719E-02,-.6348562
17.705,.0792727,.570009,.5381074,-8.607834E-02,-.6160421
17.71,.0739498,.548335,.561765,-8.332878E-02,-.5963642
17.715,5.756925E-02,.5258725,.5848726,-8.046255E-02,-.5758512
17.715,.057563,.5258662,.5848814,-8.046144E-02,-.5758433
17.72,.0550953,.5025805,.6073296,-7.748098E-02,-.5545129
17.725,4.821482E-02,.4786347,.6288493,-.0743907,-.5323965
17.725,.0482122,.4786321,.6288573,-.0743895,-.5323879
17.73,.0293474,.4539869,.649817,-7.119324E-02,-.509513
17.735,.0165141,.4286009,.6703272,-6.789318E-02,-.4858952
17.735,.0165092,.428596,.6703349,-.0678919,-.4858861
17.74,.0097383,.4025506,.6900651,-6.449107E-02,-.4615472
