CALCULO_DEL_ESPECTRO											
ACELEROGRAMA_=	                 C:\Documents and Settings\Juan Manuel\Escritorio\FUK000_AT2.txt										
ARCHIVO_=	C:\Documents and Settings\Juan Manuel\Escritorio\Interaccion Suelo Estructura\FU										

ACELERACION_MAXIMA_ORIGINAL=	0.03369	 g									
CONSTANTE NORMALIZACION_=	1										
ACELERACION_MAXIMA_=	0.03369	 g									
ACELERACION_MAXIMA_=	0.33034	 m/s2									
ESPECTRO_DE_ACELERACIONES_(m/s2_y_g)											
PERIODO	x=0.02	x=0.05	x=0.08	x=0.10	x=0.20	PERIODO	x=0.02	x=0.05	x=0.08	x=0.10	x=0.20
2.2444	2.79949	0.44556	1.7254
2.2141	2.83783	0.45166	2.38743
2.1845	2.87618	0.45776	3.15173
2.1558	2.91453	0.46387	4.23582
2.1278	2.95288	0.46997	5.24299
2.1005	2.99123	0.47607	5.01702
2.0739	3.02958	0.48218	2.81367
2.048	3.06793	0.48828	0.8514
2.0227	3.10628	0.49438	3.59971
1.998	3.14463	0.50049	4.74929
1.974	3.18298	0.50659	4.55377
1.9505	3.22133	0.5127	3.7967
1.9275	3.25967	0.5188	4.13764
1.9051	3.29802	0.5249	5.83134
1.8832	3.33637	0.53101	6.5329
1.8618	3.37472	0.53711	7.10848
1.8409	3.41307	0.54321	9.46965
1.8204	3.45142	0.54932	12.2358
1.8004	3.48977	0.55542	14.11936
1.7809	3.52812	0.56152	14.36607
1.7617	3.56647	0.56763	13.10409
1.743	3.60482	0.57373	11.30281
1.7246	3.64317	0.57983	8.78591
1.7067	3.68151	0.58594	5.86525
1.6891	3.71986	0.59204	4.19451
1.6718	3.75821	0.59814	7.59749
1.6549	3.79656	0.60425	13.43999
1.6384	3.83491	0.61035	15.67721
1.6222	3.87326	0.61646	13.10916
1.6063	3.91161	0.62256	9.85571
1.5907	3.94996	0.62866	7.78234
1.5754	3.98831	0.63477	6.31512
1.5604	4.02666	0.64087	13.09718
1.5457	4.06501	0.64697	24.13156
1.5312	4.10336	0.65308	31.93787
1.517	4.1417	0.65918	31.45785
1.5031	4.18005	0.66528	23.10595
1.4895	4.2184	0.67139	12.6511
1.476	4.25675	0.67749	5.52153
1.4629	4.2951	0.68359	2.89204
1.4499	4.33345	0.6897	4.00501
1.4372	4.3718	0.6958	4.0249
1.4247	4.41015	0.7019	1.93139
1.4124	4.4485	0.70801	2.65993
1.4003	4.48685	0.71411	9.88243
1.3885	4.5252	0.72021	16.98902
1.3768	4.56354	0.72632	18.95836
1.3653	4.60189	0.73242	14.03857
1.354	4.64024	0.73853	6.64383
1.343	4.67859	0.74463	9.28284
1.332	4.71694	0.75073	16.41235
1.3213	4.75529	0.75684	18.40052
1.3107	4.79364	0.76294	12.27153
1.3003	4.83199	0.76904	6.5316
1.2901	4.87034	0.77515	12.75715
1.28	4.90869	0.78125	15.84931
1.2701	4.94704	0.78735	18.75751
1.2603	4.98538	0.79346	24.77991
1.2507	5.02373	0.79956	30.1088
1.2412	5.06208	0.80566	32.40421
1.2319	5.10043	0.81177	30.74374
1.2227	5.13878	0.81787	24.60406
1.2136	5.17713	0.82397	17.43306
1.2047	5.21548	0.83008	19.71141
1.1959	5.25383	0.83618	26.96672
1.1872	5.29218	0.84229	29.01832
1.1787	5.33053	0.84839	24.90988
1.1703	5.36888	0.85449	18.95156
1.162	5.40722	0.8606	13.77169
1.1538	5.44557	0.8667	5.46174
1.1457	5.48392	0.8728	8.96581
1.1378	5.52227	0.87891	20.58665
1.1299	5.56062	0.88501	23.77209
1.1222	5.59897	0.89111	18.10864
1.1146	5.63732	0.89722	13.6629
1.107	5.67567	0.90332	19.40303
1.0996	5.71402	0.90942	24.05075
1.0923	5.75237	0.91553	21.4599
1.085	5.79072	0.92163	11.96615
1.0779	5.82907	0.92773	2.32508
1.0708	5.86741	0.93384	12.82416
1.0639	5.90576	0.93994	19.49976
1.057	5.94411	0.94604	20.28512
1.0503	5.98246	0.95215	16.57987
1.0436	6.02081	0.95825	11.45678
1.037	6.05916	0.96436	8.48858
1.0304	6.09751	0.97046	8.68605
1.024	6.13586	0.97656	8.57548
1.0176	6.17421	0.98267	6.26902
1.0114	6.21256	0.98877	4.1613
1.0052	6.25091	0.99487	5.48211
0.999	6.28925	1.00098	6.6545
0.993	6.3276	1.00708	7.59662
0.987	6.36595	1.01318	8.87093
0.9811	6.4043	1.01929	9.61841
0.9752	6.44265	1.02539	9.44344
0.9695	6.481	1.03149	8.49301
0.9638	6.51935	1.0376	9.0647
0.9581	6.5577	1.0437	10.58412
0.9526	6.59605	1.0498	9.89486
0.9471	6.6344	1.05591	8.02538
0.9416	6.67275	1.06201	8.47873
0.9362	6.71109	1.06812	11.81609
0.9309	6.74944	1.07422	14.31265
0.9256	6.78779	1.08032	12.05429
0.9204	6.82614	1.08643	5.71486
0.9153	6.86449	1.09253	5.29984
0.9102	6.90284	1.09863	8.65064
0.9052	6.94119	1.10474	8.51697
0.9002	6.97954	1.11084	6.71149
0.8953	7.01789	1.11694	5.23197
0.8904	7.05624	1.12305	4.15603
0.8856	7.09459	1.12915	3.10977
0.8809	7.13294	1.13525	3.22518
0.8761	7.17128	1.14136	4.0084
0.8715	7.20963	1.14746	3.92591
0.8669	7.24798	1.15356	2.83924
0.8623	7.28633	1.15967	1.77152
0.8578	7.32468	1.16577	3.68297
0.8533	7.36303	1.17188	6.70865
0.8489	7.40138	1.17798	8.61177
0.8445	7.43973	1.18408	8.79271
0.8402	7.47808	1.19019	9.02948
0.8359	7.51643	1.19629	9.66151
0.8317	7.55478	1.20239	8.83371
0.8275	7.59312	1.2085	7.31755
0.8233	7.63147	1.2146	6.517
0.8192	7.66982	1.2207	5.45777
0.8151	7.70817	1.22681	4.73417
0.8111	7.74652	1.23291	5.73032
0.8071	7.78487	1.23901	7.18574
0.8031	7.82322	1.24512	8.05475
0.7992	7.86157	1.25122	8.14632
0.7953	7.89992	1.25732	8.07348
0.7915	7.93827	1.26343	9.27299
0.7877	7.97662	1.26953	11.07695
0.7839	8.01496	1.27563	11.07308
0.7802	8.05331	1.28174	9.04694
0.7765	8.09166	1.28784	7.47574
0.7728	8.13001	1.29395	8.97203
0.7692	8.16836	1.30005	13.18906
0.7656	8.20671	1.30615	17.22712
0.762	8.24506	1.31226	18.25737
0.7585	8.28341	1.31836	15.75768
0.755	8.32176	1.32446	11.85333
0.7516	8.36011	1.33057	9.47472
0.7481	8.39846	1.33667	9.26673
0.7447	8.4368	1.34277	10.10508
0.7414	8.47515	1.34888	11.8365
0.738	8.5135	1.35498	13.77761
0.7347	8.55185	1.36108	13.88547
0.7314	8.5902	1.36719	10.60356
0.7282	8.62855	1.37329	4.78057
0.725	8.6669	1.37939	1.77011
0.7218	8.70525	1.3855	3.19685
0.7186	8.7436	1.3916	1.49409
0.7155	8.78195	1.39771	2.82748
0.7123	8.8203	1.40381	4.5369
0.7093	8.85865	1.40991	4.83496
0.7062	8.89699	1.41602	6.2067
0.7032	8.93534	1.42212	9.51865
0.7002	8.97369	1.42822	12.95735
0.6972	9.01204	1.43433	13.81313
0.6942	9.05039	1.44043	11.75524
0.6913	9.08874	1.44653	10.79554
0.6884	9.12709	1.45264	14.40576
0.6855	9.16544	1.45874	19.53793
0.6827	9.20379	1.46484	22.02271
0.6798	9.24214	1.47095	19.94755
0.677	9.28049	1.47705	15.25022
0.6742	9.31883	1.48315	11.02903
0.6715	9.35718	1.48926	7.57777
0.6687	9.39553	1.49536	5.30264
0.666	9.43388	1.50146	5.45302
0.6633	9.47223	1.50757	8.04925
0.6606	9.51058	1.51367	11.3231
0.658	9.54893	1.51978	11.27043
0.6554	9.58728	1.52588	6.97256
0.6527	9.62563	1.53198	6.37532
0.6502	9.66398	1.53809	11.26097
0.6476	9.70233	1.54419	13.14409
0.645	9.74067	1.55029	11.81011
0.6425	9.77902	1.5564	8.75593
0.64	9.81737	1.5625	4.19671
0.6375	9.85572	1.5686	1.20695
0.635	9.89407	1.57471	5.20171
0.6326	9.93242	1.58081	6.03382
0.6302	9.97077	1.58691	4.91795
0.6277	10.00912	1.59302	5.39469
0.6253	10.04747	1.59912	6.16085
0.623	10.08582	1.60522	6.53691
0.6206	10.12417	1.61133	9.64446
0.6183	10.16252	1.61743	11.90398
0.6159	10.20086	1.62354	8.59752
0.6136	10.23921	1.62964	4.10919
0.6113	10.27756	1.63574	12.55771
0.6091	10.31591	1.64185	17.95021
0.6068	10.35426	1.64795	17.52625
0.6046	10.39261	1.65405	14.51531
0.6024	10.43096	1.66016	11.53576
0.6001	10.46931	1.66626	9.45231
0.598	10.50766	1.67236	9.98568
0.5958	10.54601	1.67847	12.52941
0.5936	10.58436	1.68457	15.36173
0.5915	10.6227	1.69067	16.01345
0.5894	10.66105	1.69678	14.13451
0.5872	10.6994	1.70288	12.29035
0.5851	10.73775	1.70898	12.09059
0.5831	10.7761	1.71509	14.54628
0.581	10.81445	1.72119	16.4424
0.5789	10.8528	1.72729	15.06524
0.5769	10.89115	1.7334	14.26191
0.5749	10.9295	1.7395	14.52248
0.5729	10.96785	1.74561	12.7741
0.5709	11.0062	1.75171	10.93478
0.5689	11.04454	1.75781	7.63567
0.5669	11.08289	1.76392	1.00681
0.565	11.12124	1.77002	5.62393
0.563	11.15959	1.77612	6.17091
0.5611	11.19794	1.78223	2.04051
0.5592	11.23629	1.78833	7.9494
0.5573	11.27464	1.79443	12.1367
0.5554	11.31299	1.80054	11.07158
0.5535	11.35134	1.80664	6.36154
0.5516	11.38969	1.81274	1.51292
0.5498	11.42804	1.81885	5.08881
0.548	11.46638	1.82495	8.12845
0.5461	11.50473	1.83105	9.3181
0.5443	11.54308	1.83716	11.77738
0.5425	11.58143	1.84326	13.79319
0.5407	11.61978	1.84937	11.6906
0.5389	11.65813	1.85547	7.48523
0.5372	11.69648	1.86157	5.00277
0.5354	11.73483	1.86768	4.5652
0.5337	11.77318	1.87378	6.72723
0.5319	11.81153	1.87988	8.01602
0.5302	11.84988	1.88599	9.27223
0.5285	11.88823	1.89209	9.84487
0.5268	11.92657	1.89819	6.81458
0.5251	11.96492	1.9043	4.17104
0.5235	12.00327	1.9104	5.23237
0.5218	12.04162	1.9165	4.98988
0.5201	12.07997	1.92261	6.05052
0.5185	12.11832	1.92871	6.92424
0.5168	12.15667	1.93481	7.55536
0.5152	12.19502	1.94092	8.58296
0.5136	12.23337	1.94702	8.30549
0.512	12.27172	1.95312	7.69954
0.5104	12.31007	1.95923	6.86238
0.5088	12.34841	1.96533	5.42345
0.5072	12.38676	1.97144	5.59316
0.5057	12.42511	1.97754	5.37947
0.4777	13.15375	2.09351	17.80186
0.4708	13.34549	2.12402	1.41326
0.4267	14.72606	2.34375	0.19204
0.419	14.9945	2.38647	13.28914
0.3873	16.22167	2.58179	0.37493
0.3715	16.91196	2.69165	10.79404
0.3457	18.17748	2.89307	6.87281
0.3163	19.86484	3.16162	0.18816
0.2947	21.32211	3.39355	7.56556
0.258	24.35169	3.87573	0.13509
0.2374	26.46089	4.21143	0.19336
0.2179	28.83853	4.58984	4.34528
0.1912	32.86519	5.23071	0.10201
0.158	39.76803	6.32935	2.12889
0.1365	46.01894	7.32422	1.97191
0.1058	59.36443	9.44824	0.02131
0.0935	67.18765	10.69336	0.76554
0.0617	101.8169	16.20483	0.00062
